observation,tempC_7to8,tempC_1to2,tempC_6to7,"tempC_avg
(0C)",Relative humidity_7to8,Relative humidity_1to2,Relative humidity_6to7,"Relative humidity_avg
(%)",windspeedKmph_7to8,windspeedKmph_1to2,windspeedKmph_6to7,"windspeedKmph_avg
(Km/h)",pressureMB_7to8,pressureMB_1to2,pressureMB_6to7,pressureMB_avg,"precipMM_7to8
",precipMM_1to2,precipMM_6to7,"precipMM_avg
(mm)",weatherDesc_7to8,weatherDesc_1to2,weatherDesc_6to7,Sunshine Hours,%_soil_moisure,soil_pH,water_pH,water_TDS_mgpl,Label (Disease Yes/No),Type of Disease (Bacterial Blight/Telya)),Anthracnose,Fruit Spot/ Rot,Fusarium Wilt,Fruit Borer / Blight Blora
14-07-2013,24,26,23,24,84,74,89,82,13,18,14,15,1005,1003,1004,1004,0.1,0.2,0.1,0.133333333,Patchy light drizzle,Light rain shower,Light rain shower,3.8,56,6.52,8.5,1710,YES,,,,,Fruit Borer / Blight Blora
15-07-2013,24,26,23,25,80,72,89,80,15,19,15,16,1005,1003,1004,1004,0,0.2,0.5,0.233333333,Light rain shower,Light rain shower,Light rain shower,3.8,50,6.87,8.14,1628.3,YES,Bacterial Blight,Anthracnose,,,Fruit Borer / Blight Blora
17-07-2013,22,23,22,22,91,90,94,91,15,15,13,14,1004,1003,1003,1003,0.8,1,1,0.933333333,Moderate rain,Moderate rain,Light rain,3.8,57,7.04,8.38,1707,YES,,,,,Fruit Borer / Blight Blora
18-07-2013,24,25,23,24,86,83,93,87,18,18,15,17,1003,1002,1002,1002,0.1,0.2,0.5,0.266666667,Light rain shower,Light rain shower,Light rain shower,3.8,55,7.3,8.29,1709,YES,,,,,Fruit Borer / Blight Blora
19-07-2013,24,25,23,24,89,85,93,89,15,16,14,15,1002,1001,1001,1001,0.1,0.4,0.8,0.433333333,Light drizzle,Light rain shower,Light rain,3.8,60,7.49,7.26,1709,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
20-07-2013,23,24,23,23,89,89,94,90,14,16,10,13,1002,1002,1003,1002,0.2,0.6,0.4,0.4,Light rain,Moderate rain,Light rain,3.8,62,6.62,7.04,1707,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
21-07-2013,24,25,23,24,87,83,93,87,14,16,14,14,1003,1001,1001,1001,0.1,0.2,0.2,0.166666667,Light rain shower,Light rain shower,Light rain shower,3.8,57,6.58,6.56,1707,YES,,,,,Fruit Borer / Blight Blora
22-07-2013,23,24,23,23,92,86,93,90,13,17,12,14,1001,1000,1000,1000,0.4,0.4,0.3,0.366666667,Light rain shower,Light rain,Light drizzle,3.8,56,7.12,7.53,1710,YES,,,,,Fruit Borer / Blight Blora
23-07-2013,23,24,23,23,90,89,95,91,12,14,14,13,1001,999,999,999,0.2,0.4,2,0.866666667,Light rain,Light rain,Moderate rain,3.8,62,6.52,7.27,1710,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
24-07-2013,23,23,22,22,92,92,95,93,14,18,16,16,1000,999,1000,999,1.3,0.5,0.4,0.733333333,Moderate rain,Light rain,Light rain,3.8,65,6.91,7.36,1708,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
25-07-2013,22,24,23,23,92,90,93,91,13,15,15,14,1001,1000,1000,1000,0.1,0.2,0.4,0.233333333,Light drizzle,Light rain,Light rain,3.8,60,6.57,7.75,1710,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
26-07-2013,22,23,22,22,94,91,96,93,16,20,17,17,1001,1001,1002,1001,1,0.9,1.9,1.266666667,Moderate rain,Moderate rain,Moderate rain,3.8,65,7.05,8.03,1709,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
27-07-2013,23,24,22,23,89,88,95,90,13,14,12,13,1003,1003,1004,1003,0.1,0.5,0.5,0.366666667,Light rain shower,Light rain,Light rain,3.8,60,7.25,6.95,1709,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
28-07-2013,23,24,22,23,91,86,95,90,14,19,14,15,1006,1005,1006,1005,0.2,0.4,0.5,0.366666667,Light rain shower,Light rain shower,Light rain,3.8,62,7.02,7.79,1709,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
29-07-2013,23,25,22,23,90,82,93,88,16,20,14,16,1006,1004,1005,1005,0.2,0.2,0.4,0.266666667,Light rain shower,Light rain shower,Light rain shower,3.8,60,7.26,7.65,1710,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
30-07-2013,23,23,22,22,89,91,95,91,15,19,15,16,1004,1002,1003,1003,0.1,0.6,0.2,0.3,Light drizzle,Moderate rain,Light drizzle,3.8,62,6.77,8.36,1630.2,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
31-07-2013,23,22,21,22,86,92,95,91,17,17,17,17,1003,1001,1002,1002,0,0.6,0.6,0.4,Cloudy,Moderate rain,Light rain,3.8,60,7.29,7.21,1707,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
01-08-2013,22,22,22,22,92,95,97,94,17,13,9,13,1001,1000,1000,1000,0.4,1.5,2.8,1.566666667,Light rain,Moderate rain,Moderate rain,3.9,65,6.79,8.18,1707,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
02-08-2013,23,22,21,22,91,92,96,93,18,19,17,18,1001,1001,1003,1001,0.7,0.5,0.5,0.566666667,Moderate rain,Light rain,Light rain,3.9,62,7.32,8.44,1709,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
03-08-2013,24,27,22,24,80,71,90,80,14,19,14,15,1005,1003,1005,1004,0,0.1,0.1,0.066666667,Partly cloudy,Patchy rain possible,Light rain shower,3.9,55,7.35,6.58,1708,YES,,,,,Fruit Borer / Blight Blora
04-08-2013,25,27,23,25,79,71,90,80,12,15,12,13,1006,1005,1006,1005,0,0.3,0.1,0.133333333,Partly cloudy,Light rain shower,Light rain shower,3.9,52,6.8,8.25,1707,YES,Bacterial Blight,Anthracnose,,,Fruit Borer / Blight Blora
05-08-2013,24,27,23,24,80,72,90,80,12,16,12,13,1007,1004,1006,1005,0,0.3,0,0.1,Cloudy,Light rain shower,Cloudy,3.9,50,7.12,7.95,1707,YES,,,,,Fruit Borer / Blight Blora
06-08-2013,24,25,23,24,84,81,92,85,10,14,10,11,1007,1005,1006,1006,0,0.3,0.1,0.133333333,Overcast,Light rain shower,Light drizzle,3.9,55,6.51,8.39,1708,YES,,,,,Fruit Borer / Blight Blora
07-08-2013,24,25,23,24,83,81,93,85,11,14,11,12,1008,1006,1008,1007,0,0.2,0,0.066666667,Cloudy,Light rain shower,Cloudy,3.9,65,7.27,7.79,1710,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
08-08-2013,24,25,23,24,83,81,92,85,11,15,12,12,1008,1006,1007,1007,0,0.3,0.4,0.233333333,Cloudy,Light rain shower,Light rain,3.9,56,6.88,8.16,1710,YES,,,,,Fruit Borer / Blight Blora
09-08-2013,23,25,22,23,88,81,92,87,13,18,11,14,1007,1006,1007,1006,0.1,0.2,0.3,0.2,Light drizzle,Light rain shower,Light drizzle,3.9,55,7.46,8.25,1710,YES,,,,,Fruit Borer / Blight Blora
10-08-2013,23,25,22,23,88,81,93,87,15,19,12,15,1007,1005,1006,1006,0.2,0.3,0.3,0.266666667,Light rain shower,Light rain shower,Light rain shower,3.9,50,7.31,8.17,1707,YES,,,,,Fruit Borer / Blight Blora
11-08-2013,23,24,23,23,89,84,92,88,13,14,13,13,1008,1006,1007,1007,0,0.2,0.1,0.1,Light drizzle,Light rain,Light drizzle,3.9,50,6.79,7.07,1709,YES,,,,,Fruit Borer / Blight Blora
12-08-2013,23,26,23,24,86,76,91,84,11,18,13,14,1007,1004,1005,1005,0.1,0.1,0.3,0.166666667,Light drizzle,Light rain shower,Light drizzle,3.9,50,6.91,7.42,1708,YES,,,,,Fruit Borer / Blight Blora
13-08-2013,23,24,22,23,90,88,94,90,13,15,12,13,1004,1002,1004,1003,0.2,0.2,0.9,0.433333333,Light rain,Light rain,Light rain,3.9,50,6.91,7.06,1707,YES,,,,,Fruit Borer / Blight Blora
14-08-2013,23,25,23,23,91,81,92,88,14,16,12,14,1005,1004,1005,1004,0.8,0.1,0.2,0.366666667,Moderate rain,Patchy light drizzle,Patchy light drizzle,3.9,55,6.52,8.43,1708,YES,,,,,Fruit Borer / Blight Blora
15-08-2013,24,27,23,24,86,73,92,83,10,15,12,12,1006,1004,1007,1005,0,0.2,0.1,0.1,Light drizzle,Patchy rain possible,Light rain shower,3.9,50,7.49,8.11,1625.45,YES,,,,,Fruit Borer / Blight Blora
16-08-2013,24,28,23,25,86,69,91,82,9,15,12,12,1007,1003,1005,1005,0,0.1,0,0.033333333,Overcast,Patchy rain possible,Cloudy,3.9,50,6.7,7.43,1708,YES,Bacterial Blight,,,,Fruit Borer / Blight Blora
17-08-2013,25,28,23,25,82,73,92,82,9,15,10,11,1006,1002,1006,1004,0,0.3,0.2,0.166666667,Overcast,Light rain shower,Light rain shower,3.9,50,6.67,6.85,1710,YES,Bacterial Blight,,,,Fruit Borer / Blight Blora
18-08-2013,24,26,23,24,83,76,91,83,13,17,12,14,1006,1004,1006,1005,0,0.1,0.1,0.066666667,Light drizzle,Light rain shower,Light rain shower,3.9,48,7.48,7.67,1709,YES,,,,,Fruit Borer / Blight Blora
20-08-2013,23,24,22,23,87,86,95,89,19,15,14,16,1006,1005,1006,1005,0.1,0.2,0.3,0.2,Patchy light drizzle,Light rain shower,Light drizzle,3.9,50,7.47,6.71,1707,YES,,,,,Fruit Borer / Blight Blora
21-08-2013,23,25,22,23,89,77,93,86,15,20,15,16,1006,1004,1005,1005,0.1,0.1,0.1,0.1,Light rain shower,Light rain shower,Light drizzle,3.9,48,7.17,7.02,1710,YES,,,,,Fruit Borer / Blight Blora
22-08-2013,22,22,21,21,92,91,96,93,14,14,12,13,1006,1005,1006,1005,0.3,0.4,0.3,0.333333333,Light rain,Light rain,Light drizzle,3.9,55,6.89,7.23,1710,NO,,,,,
23-08-2013,22,22,21,21,93,95,97,95,15,14,13,14,1006,1005,1005,1005,0.3,1.1,1.2,0.866666667,Light rain,Moderate rain,Moderate rain,3.9,60,6.7,7.42,1707,NO,,,,,
24-08-2013,21,21,21,21,96,95,97,96,12,12,11,11,1006,1005,1006,1005,0.6,0.4,0.3,0.433333333,Moderate rain,Light rain,Light drizzle,3.9,65,6.51,7.85,1708,NO,,,,,
25-08-2013,21,22,21,21,95,95,98,96,12,12,10,11,1006,1005,1006,1005,0.4,0.4,0.4,0.4,Light rain shower,Light rain shower,Light rain,3.9,60,7.15,7.09,1708,NO,,,,,
26-08-2013,23,25,21,23,89,82,97,89,11,13,9,11,1007,1005,1006,1006,0.1,0.1,0,0.066666667,Light drizzle,Light rain shower,Mist,3.9,55,6.84,7.71,1708,YES,,,,,Fruit Borer / Blight Blora
27-08-2013,22,24,22,22,90,85,96,90,8,9,8,8,1007,1006,1007,1006,0,0,0,0,Cloudy,Partly cloudy,Mist,3.9,50,7.17,6.6,1709,YES,,,,,Fruit Borer / Blight Blora
28-08-2013,24,26,22,24,85,76,95,85,9,13,9,10,1009,1008,1009,1008,0,0.3,0.1,0.133333333,Light drizzle,Light rain shower,Patchy light drizzle,3.9,55,7.26,7.39,1710,YES,,,,,Fruit Borer / Blight Blora
29-08-2013,24,27,22,24,80,71,94,81,10,15,8,11,1010,1008,1010,1009,0,0.3,0,0.1,Cloudy,Patchy rain possible,Mist,3.9,55,7.33,8.21,1708,YES,,,,,Fruit Borer / Blight Blora
30-08-2013,24,27,23,24,81,71,93,81,10,15,9,11,1010,1007,1009,1008,0,0.3,0,0.1,Cloudy,Light rain shower,Partly cloudy,3.9,55,7.22,8.07,1625.45,YES,,,,,Fruit Borer / Blight Blora
31-08-2013,25,27,22,24,78,71,94,81,7,14,9,10,1009,1007,1009,1008,0,0.5,0,0.166666667,Partly cloudy,Light rain shower,Mist,3.9,55,7.49,8.12,1709,YES,,,,,Fruit Borer / Blight Blora
01-09-2013,25,28,23,25,76,64,91,77,6,13,9,9,1010,1007,1009,1008,0,0.2,0,0.066666667,Partly cloudy,Light rain shower,Partly cloudy,3.9,55,7.03,8.14,1710,YES,Bacterial Blight,Anthracnose,,,
02-09-2013,26,29,23,26,71,59,92,74,5,12,9,8,1011,1008,1010,1009,0,0,0,0,Clear,Partly cloudy,Cloudy,5.4,50,7.37,7.91,1707,YES,Bacterial Blight,Anthracnose,,,
03-09-2013,25,28,23,25,76,65,90,77,7,14,10,10,1010,1007,1009,1008,0,0.2,0,0.066666667,Partly cloudy,Patchy rain possible,Partly cloudy,5.4,50,7.46,8.01,1708,YES,Bacterial Blight,Anthracnose,,,
04-09-2013,25,27,22,24,74,71,94,79,9,17,9,11,1010,1007,1009,1008,0,0.4,0,0.133333333,Cloudy,Light rain shower,Cloudy,5.4,50,7.35,7.39,1708,NO,,,,,
05-09-2013,24,27,21,24,79,72,94,81,11,17,9,12,1010,1006,1009,1008,0,0.4,0,0.133333333,Cloudy,Patchy rain possible,Partly cloudy,5.4,55,7.24,7.62,1710,YES,,,,,Fruit Borer / Blight Blora
06-09-2013,24,28,22,24,76,63,92,77,9,14,9,10,1010,1008,1010,1009,0,0.2,0,0.066666667,Partly cloudy,Light rain shower,Partly cloudy,5.4,56,7.47,6.62,1708,NO,,,,,
07-09-2013,24,28,22,24,79,62,91,77,8,13,8,9,1011,1008,1009,1009,0,0.3,0,0.1,Cloudy,Light rain shower,Sunny,5.4,54,7.17,6.73,1708,NO,,,,,
08-09-2013,25,28,22,25,72,64,92,76,6,11,6,7,1010,1008,1010,1009,0,0.2,0.3,0.166666667,Clear,Light rain shower,Patchy rain possible,5.4,51,6.85,7.67,1707,YES,Bacterial Blight,Anthracnose,,,
09-09-2013,26,27,24,25,75,74,92,80,4,8,6,6,1011,1008,1009,1009,0,0.8,0.6,0.466666667,Partly cloudy,Moderate or heavy rain shower,Light rain shower,5.4,60,7.36,8.49,1710,YES,Bacterial Blight,Anthracnose,,,Fruit Borer / Blight Blora
10-09-2013,25,28,24,25,77,72,92,80,6,8,4,6,1009,1005,1006,1006,0,0.5,0.3,0.266666667,Partly cloudy,Patchy rain possible,Patchy rain possible,5.4,60,6.68,7.62,1708,YES,Bacterial Blight,Anthracnose,,,Fruit Borer / Blight Blora
11-09-2013,27,29,24,26,69,71,90,76,8,6,6,6,1008,1005,1006,1006,0,1.4,0.4,0.6,Partly cloudy,Moderate or heavy rain shower,Light rain shower,5.4,65,7.27,8.28,1710,YES,Bacterial Blight,Anthracnose,,,
12-09-2013,28,30,25,27,70,67,84,73,8,8,5,7,1008,1006,1008,1007,0,1.2,0.2,0.466666667,Clear,Moderate or heavy rain shower,Patchy rain possible,5.4,65,6.77,7.35,1707,YES,Bacterial Blight,Anthracnose,,,
13-09-2013,27,29,25,27,71,72,92,78,6,7,4,5,1009,1006,1008,1007,0,1.1,0.5,0.533333333,Clear,Moderate or heavy rain shower,Patchy rain possible,5.4,65,7.05,8.03,1707,YES,Bacterial Blight,Anthracnose,,,
14-09-2013,28,28,24,26,73,78,94,81,2,8,6,5,1008,1005,1006,1006,0,2.1,0.4,0.833333333,Clear,Torrential rain shower,Patchy rain possible,5.4,70,6.6,7.97,1707,YES,Bacterial Blight,,Fruit Spot/ Rot,Fusarium Wilt,
15-09-2013,27,26,24,25,81,85,97,87,5,8,6,6,1006,1003,1004,1004,0.1,1.6,0.1,0.6,Light rain shower,Moderate or heavy rain shower,Light rain shower,5.4,65,7.38,7.56,1634,YES,Bacterial Blight,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
16-09-2013,27,28,24,26,78,77,95,83,4,9,8,7,1005,1003,1005,1004,0,0.7,0.1,0.266666667,Partly cloudy,Moderate or heavy rain shower,Light rain shower,5.4,65,7.11,7.29,1707,YES,Bacterial Blight,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
17-09-2013,26,27,24,25,80,75,94,83,6,9,7,7,1005,1003,1004,1004,0,0.4,0.2,0.2,Light rain shower,Light rain shower,Patchy rain possible,5.4,60,6.89,8.4,1709,YES,Bacterial Blight,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
18-09-2013,26,26,24,25,82,82,92,85,6,7,6,6,1005,1003,1003,1003,0.2,0.3,0.2,0.233333333,Light rain shower,Light rain shower,Light rain shower,5.4,61,7.05,7.93,1709,YES,Bacterial Blight,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
19-09-2013,26,28,24,26,79,69,97,81,4,9,9,7,1005,1003,1003,1003,0,0.1,0.4,0.166666667,Partly cloudy,Patchy rain possible,Light rain shower,5.4,55,7.24,7.82,1710,YES,Bacterial Blight,,,,Fruit Borer / Blight Blora
20-09-2013,25,29,23,25,84,68,94,82,12,15,11,12,1004,1001,1003,1002,0,0.4,0,0.133333333,Partly cloudy,Patchy rain possible,Partly cloudy,5.4,51,6.93,7.49,1710,YES,Bacterial Blight,,,,Fruit Borer / Blight Blora
21-09-2013,24,24,22,23,88,91,97,92,15,15,14,14,1004,1003,1004,1003,0,0.2,0.3,0.166666667,Cloudy,Patchy light rain,Light drizzle,5.4,50,6.51,7.49,1709,YES,,,,,Fruit Borer / Blight Blora
23-09-2013,21,21,21,21,97,97,97,97,12,13,14,13,1004,1003,1004,1003,1.4,1.9,2.3,1.866666667,Moderate rain,Heavy rain,Moderate rain,5.4,67,7.33,8.06,1707,YES,,,,Fusarium Wilt,
24-09-2013,21,22,21,21,97,97,98,97,9,12,12,11,1005,1004,1005,1004,2.2,2.4,0.5,1.7,Heavy rain,Heavy rain,Light rain,5.4,68,6.78,6.78,1707,YES,,,,Fusarium Wilt,
25-09-2013,23,26,22,23,87,68,91,82,12,17,8,12,1007,1005,1007,1006,0,0,0,0,Cloudy,Partly cloudy,Partly cloudy,5.4,55,7.43,7.76,1707,YES,,,,,Fruit Borer / Blight Blora
26-09-2013,24,28,22,24,79,67,95,80,8,13,7,9,1009,1008,1010,1009,0,0,0,0,Partly cloudy,Sunny,Mist,5.4,50,6.97,8.21,1707,YES,,,,,Fruit Borer / Blight Blora
27-09-2013,25,27,22,24,78,79,97,84,7,11,7,8,1010,1008,1010,1009,0,0.5,0.1,0.2,Clear,Light rain shower,Light rain shower,5.4,55,6.67,7.53,1707,YES,,,,,Fruit Borer / Blight Blora
28-09-2013,24,27,22,24,82,72,96,83,9,15,9,11,1011,1008,1010,1009,0,0.2,0,0.066666667,Partly cloudy,Patchy rain possible,Mist,5.4,52,6.98,6.82,1707,YES,,,,,Fruit Borer / Blight Blora
29-09-2013,24,27,23,24,82,74,95,83,12,16,10,12,1008,1005,1007,1006,0,0.1,0.2,0.1,Partly cloudy,Patchy rain possible,Patchy light drizzle,5.4,50,7.31,6.69,1708,YES,,,,,Fruit Borer / Blight Blora
30-09-2013,24,26,23,24,87,76,96,86,12,15,10,12,1007,1004,1006,1005,0,0.2,0.1,0.1,Cloudy,Patchy rain possible,Patchy light drizzle,5.4,51,6.96,7.7,1631.15,YES,,,,,Fruit Borer / Blight Blora
01-10-2013,24,27,23,24,83,73,96,84,9,10,6,8,1007,1005,1007,1006,0,0.1,0,0.033333333,Cloudy,Patchy rain possible,Mist,5.4,50,7.2,8.06,1708,YES,,,,,Fruit Borer / Blight Blora
02-10-2013,26,28,24,26,76,73,94,81,2,8,7,5,1009,1005,1008,1007,0,0.3,0,0.1,Partly cloudy,Light rain shower,Cloudy,9.1,54,7.49,8.41,1707,YES,,,,,Fruit Borer / Blight Blora
03-10-2013,26,27,23,25,77,77,95,83,3,10,7,6,1008,1005,1007,1006,0,0.4,0.3,0.233333333,Partly cloudy,Light rain shower,Light rain shower,9.1,50,6.75,7.84,1710,YES,Bacterial Blight,,,,Fruit Borer / Blight Blora
04-10-2013,26,28,23,25,78,76,95,83,5,8,6,6,1007,1004,1007,1006,0,0.8,0.3,0.366666667,Partly cloudy,Moderate or heavy rain shower,Light rain shower,9.1,50,6.98,8.3,1710,YES,Bacterial Blight,,,,Fruit Borer / Blight Blora
05-10-2013,26,29,22,25,75,59,92,75,3,9,8,6,1008,1005,1008,1007,0,0.1,0.1,0.066666667,Clear,Patchy rain possible,Patchy rain possible,9.1,55,7.38,6.62,1707,YES,Bacterial Blight,Anthracnose,,,
06-10-2013,26,27,23,25,73,70,93,78,7,12,7,8,1009,1006,1009,1008,0,0.3,0,0.1,Clear,Patchy rain possible,Partly cloudy,9.1,55,7.44,7.57,1707,YES,Bacterial Blight,Anthracnose,,,
07-10-2013,26,28,23,25,75,69,94,79,2,10,7,6,1011,1008,1011,1010,0,0.3,0,0.1,Partly cloudy,Light rain shower,Partly cloudy,9.1,55,7.34,7.93,1707,YES,Bacterial Blight,Anthracnose,,,
08-10-2013,26,27,22,25,75,74,96,81,3,8,8,6,1012,1009,1011,1010,0,0.7,0.1,0.266666667,Clear,Moderate or heavy rain shower,Light rain shower,9.1,59,7.11,7.76,1708,YES,Bacterial Blight,,,,Fruit Borer / Blight Blora
09-10-2013,24,26,22,24,80,76,94,83,6,13,8,9,1011,1008,1011,1010,0,0.3,0,0.1,Cloudy,Light rain shower,Mist,9.1,56,6.54,7.31,1710,YES,,,,,Fruit Borer / Blight Blora
10-10-2013,25,27,22,24,76,76,94,82,4,7,6,5,1011,1009,1011,1010,0,0.5,0.5,0.333333333,Partly cloudy,Light rain shower,Light rain shower,9.1,55,7.42,7.74,1710,YES,,,,,Fruit Borer / Blight Blora
11-10-2013,24,26,21,23,81,77,96,84,5,11,5,7,1012,1007,1010,1009,0,0.7,0.2,0.3,Partly cloudy,Moderate or heavy rain shower,Patchy rain possible,9.1,60,6.8,7.06,1710,YES,,,Fruit Spot/ Rot,,Fruit Borer / Blight Blora
12-10-2013,25,27,22,24,76,68,94,79,4,10,6,6,1010,1005,1008,1007,0,0.3,0.3,0.2,Partly cloudy,Patchy rain possible,Patchy rain possible,9.1,52,7.2,7.88,1707,NO,,,,,
13-10-2013,26,29,23,26,76,59,90,75,4,9,6,6,1009,1006,1009,1008,0,0.1,0,0.033333333,Clear,Patchy rain possible,Partly cloudy,9.1,60,6.55,7.37,1710,YES,Bacterial Blight,Anthracnose,,,
14-10-2013,26,27,22,25,75,68,93,78,5,8,5,6,1010,1008,1010,1009,0,0.4,0.3,0.233333333,Clear,Patchy rain possible,Patchy rain possible,9.1,53,6.81,6.69,1707,YES,Bacterial Blight,Anthracnose,,,
15-10-2013,26,28,23,25,76,69,90,78,3,7,5,5,1012,1009,1011,1010,0,0.5,0.2,0.233333333,Partly cloudy,Patchy rain possible,Patchy rain possible,9.1,62,6.86,7.12,1630.2,YES,Bacterial Blight,Anthracnose,,,
16-10-2013,26,28,23,25,71,65,82,72,6,8,6,6,1012,1008,1010,1010,0,0.4,0.2,0.2,Clear,Patchy rain possible,Patchy rain possible,9.1,65,6.68,6.54,1710,YES,Bacterial Blight,Anthracnose,,,
17-10-2013,26,30,23,26,63,41,61,55,11,13,9,11,1012,1009,1011,1010,0,0,0,0,Partly cloudy,Sunny,Sunny,9.1,67,7.48,6.54,1710,YES,Bacterial Blight,Anthracnose,,Fusarium Wilt,
18-10-2013,27,30,23,26,48,38,55,47,9,10,9,9,1013,1009,1011,1011,0,0,0,0,Clear,Sunny,Sunny,9.1,55,6.85,6.7,1710,NO,,,,,
19-10-2013,28,30,24,27,44,42,57,47,6,9,8,7,1013,1010,1012,1011,0,0,0,0,Clear,Partly cloudy,Sunny,9.1,62,7.19,6.89,1707,YES,Bacterial Blight,,,,
20-10-2013,28,30,24,27,47,38,53,46,6,8,9,7,1012,1009,1010,1010,0,0,0,0,Clear,Partly cloudy,Sunny,9.1,52,7.45,6.71,1709,YES,Bacterial Blight,,,,
21-10-2013,27,30,21,26,42,35,48,41,6,9,10,8,1011,1007,1010,1009,0,0,0,0,Clear,Partly cloudy,Sunny,9.1,52,6.79,8.21,1708,YES,Bacterial Blight,,,,
22-10-2013,25,29,22,25,40,41,62,47,10,12,11,11,1011,1008,1010,1009,0,0,0,0,Clear,Sunny,Sunny,9.1,55,7.43,7.1,1710,NO,,,,,
23-10-2013,25,29,21,25,45,40,57,47,14,14,10,12,1012,1008,1010,1010,0,0,0,0,Clear,Sunny,Sunny,9.1,51,6.95,7.79,1709,NO,,,,,
24-10-2013,25,29,21,25,54,45,61,53,14,12,10,12,1011,1007,1009,1009,0,0,0,0,Clear,Sunny,Sunny,9.1,54,7.45,7.24,1707,NO,,,,,
25-10-2013,24,29,23,25,67,53,74,64,10,12,9,10,1009,1005,1007,1007,0,0,0,0,Patchy light drizzle,Partly cloudy,Sunny,9.1,53,7.3,7.2,1710,YES,Bacterial Blight,Anthracnose,,,
27-10-2013,27,30,24,27,62,50,76,62,7,6,3,5,1011,1008,1011,1010,0,0.1,0,0.033333333,Partly cloudy,Patchy rain possible,Partly cloudy,9.1,53,6.54,6.87,1708,YES,Bacterial Blight,Anthracnose,,,
28-10-2013,27,31,23,27,61,45,73,59,3,3,6,4,1012,1009,1012,1011,0,0,0,0,Partly cloudy,Sunny,Partly cloudy,9.1,53,6.58,8.44,1708,YES,Bacterial Blight,Anthracnose,,,
29-10-2013,27,31,23,27,56,40,66,54,4,3,5,4,1014,1011,1013,1012,0,0,0,0,Clear,Sunny,Sunny,9.1,55,7.19,7.19,1710,NO,,,,,
30-10-2013,27,31,23,27,42,36,53,43,6,4,7,5,1015,1012,1014,1013,0,0,0,0,Clear,Sunny,Sunny,9.1,51,7.01,7.15,1632.1,NO,,,,,
31-10-2013,26,31,23,26,47,36,53,45,6,3,6,5,1015,1012,1013,1013,0,0,0,0,Clear,Sunny,Sunny,9.1,52,7.24,7.19,1709,NO,,,,,
01-11-2013,25,30,22,25,44,34,51,43,7,5,8,6,1015,1011,1014,1013,0,0,0,0,Clear,Sunny,Sunny,9.7,43,7.34,8.08,1710,NO,,,,,
02-11-2013,25,31,22,26,46,38,53,45,8,4,8,6,1014,1011,1013,1012,0,0,0,0,Clear,Sunny,Sunny,9.7,44,7.02,6.93,1709,NO,,,,,
03-11-2013,26,30,24,26,48,41,54,47,7,6,8,7,1015,1011,1014,1013,0,0,0,0,Clear,Sunny,Sunny,9.7,41,6.52,6.74,1708,NO,,,,,
04-11-2013,26,30,23,26,50,38,51,46,9,7,8,8,1017,1013,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.7,45,6.64,7.63,1707,NO,,,,,
05-11-2013,25,30,22,25,47,37,54,46,11,5,5,7,1016,1013,1015,1014,0,0,0,0,Clear,Sunny,Sunny,9.7,41,6.95,7.51,1707,NO,,,,,
06-11-2013,24,29,22,25,44,38,60,47,9,7,5,7,1016,1012,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.7,44,6.87,7.08,1708,NO,,,,,
07-11-2013,25,30,22,25,40,36,56,44,7,5,5,5,1015,1010,1013,1012,0,0,0,0,Clear,Sunny,Sunny,9.7,43,6.61,6.77,1710,NO,,,,,
08-11-2013,25,30,23,26,42,35,53,43,7,2,5,4,1014,1010,1012,1012,0,0,0,0,Clear,Sunny,Sunny,9.7,43,7.32,7.37,1710,NO,,,,,
09-11-2013,25,29,23,25,40,35,46,40,11,9,9,9,1014,1010,1012,1012,0,0,0,0,Clear,Sunny,Partly cloudy,9.7,44,7.08,6.84,1708,YES,Bacterial Blight,,,,
10-11-2013,24,28,22,24,47,34,48,43,12,9,9,10,1015,1011,1013,1013,0,0,0,0,Clear,Sunny,Sunny,9.7,42,6.85,6.88,1708,NO,,,,,
11-11-2013,24,29,21,24,43,33,52,42,8,5,6,6,1014,1009,1011,1011,0,0,0,0,Clear,Sunny,Sunny,9.7,43,6.99,6.69,1709,NO,,,,,
